lastWorkCompany,equivalence,count,equals
Banco Credito Del Peru (Bcp),Banco De Credito Del Peru - Bcp,1,FALSE
Banco De Comercio,Banco De Comercio,1,TRUE
Banco De Credito,Banco De Credito Del Peru - Bcp,3,FALSE
Banco De Credito Bcp,Banco De Credito Del Peru - Bcp,4,FALSE
Banco De Credito Del Peru,Banco De Credito Del Peru - Bcp,38,FALSE
Banco De Credito Del Peru - Bcp,Banco De Credito Del Peru - Bcp,1,TRUE
Banco De Credito Del Peru Bcp,Banco De Credito Del Peru - Bcp,1,FALSE
Banco De Credito-Manpower,Banco De Credito Del Peru - Bcp,1,FALSE
Banco De La Nacion,Banco De La Nacion,9,TRUE
Banco Del Credito Del Peru,Banco De Credito Del Peru - Bcp,2,FALSE
Banco Falabella,Banco Falabella,16,TRUE
Banco Falabella Peru,Banco Falabella,3,FALSE
Banco Falabella Peru S.A.,Banco Falabella,1,FALSE
Banco Ficohsa,Banco Ficohsa,1,TRUE
Banco Gnb,Banco Gnb,4,TRUE
Banco Interamericano De Desarrollo,Banco Interamericano De Desarrollo (Bid) - Sunat,2,FALSE
Banco Interamericano De Desarrollo (Bid) - Sunat,Banco Interamericano De Desarrollo (Bid) - Sunat,1,TRUE
Banco Interamericano De Finanza Banbif,Banco Interamericano De Finanzas (Banbif),1,FALSE
Banco Interamericano De Finanzas,Banco Interamericano De Finanzas (Banbif),3,FALSE
Banco Interamericano De Finanzas - Banbif,Banco Interamericano De Finanzas (Banbif),1,FALSE
Banco Interamericano De Finanzas (Banbif),Banco Interamericano De Finanzas (Banbif),1,TRUE
Banco Interamericano De Finanzas Banbif,Banco Interamericano De Finanzas (Banbif),1,FALSE
Banco Interbank,Banco Interbank,4,TRUE
Banco Internacional Del Peru,Banco Interbank,1,FALSE
Banco Mibanco,Banco Interbank,1,FALSE
Banco Pichincha,Banco Pichincha,8,TRUE
Banco Pichincha - Ecuador,Banco Pichincha,1,FALSE
Banco Pichincha (Via Evol),Banco Pichincha,1,FALSE
Banco Pichincha Del Peru,Banco Pichincha,1,FALSE
Banco Ripley,Banco Ripley,20,TRUE
Banco Ripley Del Peru,Banco Ripley,1,FALSE
Banco Ripley Mdp,Banco Ripley,1,FALSE
Banco Ripley Peru,Banco Ripley,2,FALSE
Banco Ripley S.A,Banco Ripley,1,FALSE
Banco Ripley Sac,Banco Ripley,1,FALSE
Banco Santander Consumer,Banco Santander Peru,1,FALSE
Banco Santander Peru,Banco Santander Peru,1,TRUE
Banco Santander Peru S.A,Banco Santander Peru,1,FALSE
Bandtel Internacional,Bandtel Internacional,1,TRUE
Barbacci,Barbacci,1,TRUE
Barca Academy Peru,Barca Academy Peru,1,TRUE
Barcoding Peru,Barcoding Peru,1,TRUE
Barqueros Inmobiliaria,Barqueros Inmobiliaria,1,TRUE
Barrio Seguro,Barrio Seguro,1,TRUE
Base4,Base4,1,TRUE
Bata Peru,Bata Peru,1,TRUE
Baufest,Baufest,2,TRUE
Baufest (Transolution),Baufest,2,FALSE
Bautich Servicios Generales Sac.,Bautich Servicios Generales Sac.,1,TRUE
Bavaria Internacional,Bavaria Internacional,2,TRUE
Bayental,Bayental,1,TRUE
Bbva,Banco Bbva Peru,9,FALSE
Bbva - Continental,Banco Bbva Peru,1,FALSE
Bbva Banco Continental,Banco Bbva Peru,2,FALSE
Bbva Banco Provincial,Banco Bbva Peru,1,FALSE
Bbva Consumer _ Certicom,Banco Bbva Peru,1,FALSE
Bbva Continental,Banco Bbva Peru,2,FALSE
Bbva Peru,Banco Bbva Peru,3,FALSE
Bcd Travel,Bcd Travel,2,TRUE
Bcp,Banco De Credito Del Peru - Bcp,19,FALSE
Bcp - Banco De Credito Del Peru,Banco De Credito Del Peru - Bcp,1,FALSE
Bcp - Everis,Banco De Credito Del Peru - Bcp,4,FALSE
Bcp Banco De Credito Del Peru,Banco De Credito Del Peru - Bcp,1,FALSE
Bcts Consulting,Bcts Consulting S.A,3,FALSE
Bcts Consulting S.A,Bcts Consulting S.A,2,TRUE
Bdo Consulting,Bdo Peru S.A.C,2,FALSE
Bdo Peru S.A.C,Bdo Peru S.A.C,1,TRUE
Bederr,Bederr,1,TRUE
Belcorp,Belcorp,5,TRUE
Belcorp - Hundred,Belcorp,1,FALSE
Belcorp - Inetum,Belcorp,2,FALSE
Belcorp Peru,Belcorp,1,FALSE
Belgravia,Belgravia,1,TRUE
Beneficencia De Lambayeque,Beneficencia De Lambayeque,1,TRUE
Beneficencia De Lima,Beneficencia De Lima,1,TRUE
Beramar Group,Beramar Group,1,TRUE
Berlitz,Berlitz,1,TRUE
Bermer Internacional S.A.C.,Bermer Internacional S.A.C.,1,TRUE
Bertonati Technologies,Bertonati Technologies,2,TRUE
Bertoni,Bertoni,1,TRUE
Bevcos Contac Center,Bevcos Contac Center,1,TRUE
Big Bro Burger,Big Bro Burger,1,TRUE
Bigbyte,Bigbyte,1,TRUE
Bigmond Group,Bigmond Group,2,TRUE
Bigprime Sac,Bigprime Sac,1,TRUE
Bilbao,Bilbao,1,TRUE
Bims Eirl,Bims Eirl,4,TRUE
Bindiy Sac,Bindiy Sac,1,TRUE
Binsa,Binsa Software Peru,1,FALSE
Binsa Software Peru,Binsa Software Peru,2,TRUE
Bio Sac,Bio Sac,2,TRUE
Biocons Sac,Biocons Sac,1,TRUE
Bionet S.A.,Bionet S.A.,1,TRUE
Bi-Peru,Bi-Peru,1,TRUE
Birktrans S.A.C.,Birktrans S.A.C.,1,TRUE
Birmingham City Council,Birmingham City Council,1,TRUE
Bisa Ingenieria De Proyectos,Bisa Ingenieria Y Proyectos,1,FALSE
Bit Perfect Solutions Sac,Bit Perfect Solutions Sac,1,TRUE
Bit2Bit Americas,Bit2Bit Americas,1,TRUE
Bitacore S.A.C,Bitacore S.A.C,1,TRUE
Bitel,Viettel Peru S.A.C,4,FALSE
Bitel Peru,Viettel Peru S.A.C,2,FALSE
Bitinka,Bitinka,2,TRUE
Bitminds Consultors,Bitminds Consultors S.A.C.,1,FALSE
Bitminds Consultors S.A.C.,Bitminds Consultors S.A.C.,1,TRUE
Bitorical,Bitorical,1,TRUE
Bitperfect,Bitperfect Solution S.A.C.,1,FALSE
Bitperfect Solution S.A.C.,Bitperfect Solution S.A.C.,1,TRUE
Bits &Amp; Systems Solutions,Bits &Amp; Systems Solutions,1,TRUE
Biz Latin Hub - Region Latinoamerica,Biz Latin Hub - Region Latinoamerica,1,TRUE
Bizflow,Bizflow,1,TRUE
Blacksmith Research,Blacksmith Research,1,TRUE
Blasting &Amp; Coating Specialists Sac,Blasting &Amp; Coating Specialists Sac,1,TRUE
Blend S.A.,Blend S.A.,2,TRUE
Blendingsac,Blendingsac,1,TRUE
Blessmed S.A.C. / Blessking Medilabs S.A.C,Blessmed S.A.C. / Blessking Medilabs S.A.C,2,TRUE
Blinsegur,Blinsegur,1,TRUE
Blue Marlin Beach Club Sa,Blue Marlin Beach Club Sa,1,TRUE
Blue Ocean,Blue Ocean,1,TRUE
Blue Tab S.A.C.,Blue Tab S.A.C.,1,TRUE
Bluebox Upholstery Supply E.I.R.L.,Bluebox Upholstery Supply E.I.R.L.,1,TRUE
Bluefokus,Bluefokus,1,TRUE
Blueit,Blueit,3,TRUE
Bluesmile Tech (Asignado A Cliente Telefonica),Bluesmile Tech (Asignado A Cliente Telefonica),5,TRUE
Bluetab,Bluetab Ibm Company,1,FALSE
Bluetab Ibm Company,Bluetab Ibm Company,1,TRUE
Bluetab Peru,Bluetab Ibm Company,1,FALSE
Bluetab Solutions,Bluetab Ibm Company,3,FALSE
Bluetab Solutions Peru,Bluetab Ibm Company,3,FALSE
"Bluetab, An Ibm Company",Bluetab Ibm Company,1,FALSE
Blum Saf,Blum Saf,1,TRUE
Blur Audiovisual,Blur Audiovisual,1,TRUE
Blusftein Lab,Blusftein Lab,1,TRUE
Bmp Consulting Sac,Bmp Consulting Sac,1,TRUE
Bnp Paribas Cardif Peru,Bnp Paribas Cardif Peru,1,TRUE
Board S.A.C,Board S.A.C,3,TRUE
Bocatta,Bocatta,1,TRUE
Bodega Belizario,Bodega Belizario,1,TRUE
Bolsa De Valores De Lima,Bolsa De Valores De Lima S.A.A.,2,FALSE
Bolsa De Valores De Lima S.A.,Bolsa De Valores De Lima S.A.A.,1,FALSE
Bolsa De Valores De Lima S.A.A.,Bolsa De Valores De Lima S.A.A.,1,TRUE
Bomi Group Peru,Bomi Group Peru,1,TRUE
Booking.Com,Booking.Com,1,TRUE
Boost2R,Boost2R,1,TRUE
Botica San Antonio,Botica San Antonio,1,TRUE
Boticas Peru Sac,Boticas Peru Sac,1,TRUE
Bowe Consulting Business Eirl,Bowe Consulting Business Eirl,1,TRUE
Boxer Security,Boxer Security,1,TRUE
Bpo Consulting,Bpo Consulting,1,TRUE
Bpo Group,Bpo Group,1,TRUE
Bpo Peru S.A.C,Bpo Peru S.A.C,1,TRUE
Bps Consultores,Bps Consultores,1,TRUE
Bpz Exploracion Y Produccion,Bpz Exploracion Y Produccion,1,TRUE
Brainbox,Brainbox,1,TRUE
Brammertz Ingenieros,Brammertz Ingenieros,1,TRUE
Brandsmart International S.A.C.,Brandsmart International S.A.C.,1,TRUE
Bransa Eirl,Bransa Eirl,1,TRUE
Brezal,Brezal,1,TRUE
Brightstar Logistica S.A.C.,Brightstar Logistica S.A.C.,4,TRUE
Britanico - Asociacion Cultural Peruano Britanica,Britanico - Asociacion Cultural Peruano Britanica,1,TRUE
British American Tobacco Del Peru Sac,British American Tobacco Del Peru Sac,1,TRUE
Broncerias Chile,Broncerias Chile,2,TRUE
Brtish American Tobacco,Brtish American Tobacco,1,TRUE
Bsg Institute,Bsg Institute,4,TRUE
Bsh Electrodomesticos S.A.C,Bsh Electrodomesticos S.A.C,1,TRUE
Bullmining Peru,Bullmining Peru,1,TRUE
Bungalows Mancora,Bungalows Mancora,1,TRUE
Bureau Veritas Del Peru,Bureau Veritas Del Peru,1,TRUE
Burger King,Burger King,1,TRUE
Buro Group,Buro Group,1,TRUE
Buro Principal Partners S.A.C.,Buro Principal Partners S.A.C.,1,TRUE
Buro Principal Partners Sac,Buro Principal Partners S.A.C.,3,FALSE
Busa Vehiculos Especiales Sac,Busa Vehiculos Especiales Sac,1,TRUE
Business Analytics,Business Analytics Sac,3,FALSE
Business Analytics Sac,Business Analytics Sac,2,TRUE
Business Easy Fast Eirl,Business Easy Fast Eirl,1,TRUE
Business Insight Center,Business Insight Center,2,TRUE
Business Technology Group,Business Technology Group,1,TRUE
Bwit Peru Sac,Bwit Peru Sac,2,TRUE
By Canas Verdes,By Canas Verdes,1,TRUE
Bybcom S.A.C.,Bybcom S.A.C.,1,TRUE
C&Amp;C Proenerg,C&Amp;C Proenerg,1,TRUE
C&Amp;J Constructores,C&Amp;J Constructores,1,TRUE
C&Amp;M Servicentros,C&Amp;M Servicentros,2,TRUE
C&Amp;P Industrial And Mining Supplies,C&Amp;P Industrial And Mining Supplies,1,TRUE
C&Amp;R Grupo Inmobiliario,C&Amp;R Grupo Inmobiliario,1,TRUE
C&Amp;R Integral Service Sac,C&Amp;R Integral Service Sac,1,TRUE
C.E.G.N.E. San Luis,C.E.G.N.E. San Luis,2,TRUE
C2 Mining,C2 Mining Solutions S.A.C.,1,FALSE
C2 Mining Solutions S.A.C.,C2 Mining Solutions S.A.C.,1,TRUE
Ca Sistemas,Ca Sistemas Empresariales,1,FALSE
Ca Sistemas Empresariales,Ca Sistemas Empresariales,2,TRUE
Caas Alimentos,Caas Alimentos,1,TRUE
Cabify,Cabify,2,TRUE
Cabify Peru,Cabify,1,FALSE
Cad Solutions S.A,Cad Solutions S.A,1,TRUE
Caesa Sac,Caesa Sac,2,TRUE
Cafetalera Amazonica S.A.C.,Cafetalera Amazonica S.A.C.,1,TRUE
Cah,Cah,1,TRUE
Caja Arequipa,Caja Arequipa,1,TRUE
Caja Cencosud Del Grupo Scotibank,Caja Cencosud Del Grupo Scotibank,1,TRUE
Caja Cencosud Scotiabank,Caja Cencosud Scotiabank,4,TRUE
Caja Creativa,Caja Creativa,1,TRUE
Caja Huancayo,Caja Huancayo,3,TRUE
Caja Incasur,Caja Incasur,1,TRUE
Caja Los Andes,Caja Los Andes,2,TRUE
Caja Metropolitana,Caja Metropolitana De Lima,1,FALSE
Caja Metropolitana De Lima,Caja Metropolitana De Lima,4,TRUE
Caja Municipal Cusco,Caja Municipal Cusco,2,TRUE
Caja Municipal De Ahorro Y Credito Cusco,Caja Municipal Cusco,2,FALSE
Caja Municipal De Ahorro Y Credito De Ica,Caja Municipal De Ica,4,FALSE
Caja Municipal De Ahorro Y Credito De Maynas S. A,Caja Municipal De Ahorro Y Credito De Maynas S. A,1,TRUE
Caja Municipal De Ahorro Y Credito De Tacna,Caja Municipal De Ahorro Y Credito De Tacna S.A.,1,FALSE
Caja Municipal De Ahorro Y Credito De Tacna S.A.,Caja Municipal De Ahorro Y Credito De Tacna S.A.,1,TRUE
Caja Municipal De Creditos Y Ahorros De Maynas,Caja Municipal De Ahorro Y Credito De Maynas S. A,1,FALSE
Caja Municipal De Ica,Caja Municipal De Ica,5,TRUE
Caja Prymera,Caja Prymera,3,TRUE
Caja Sullana,Caja Sullana,5,TRUE
Caja Tacna,Caja Tacna,1,TRUE
Caja Trujillo,Caja Trujillo,3,TRUE
Calderos Piedra,Calderos Piedra,1,TRUE
Calidda Gas Natural,Calidda Gas Natural,1,TRUE
Calimod,Calimod,3,TRUE
Callymakis Restobar,Callymakis Restobar,1,TRUE
Calpa,Calpa,1,TRUE
Calsa Peru S.A.C,Calsa Peru S.A.C,1,TRUE
Calypso Agencia,Calypso Agencia,1,TRUE
Calzados Azaleia Peru S.A.,Calzados Azaleia Peru S.A.,1,TRUE
Camara De Comercio De Huaura,Camara De Comercio De Huaura,1,TRUE
Camara De Comercio De Lima,Camara De Comercio De Lima,3,TRUE
Camara Latinoamericana Del Comercio,Camara Latinoamericana Del Comercio,1,TRUE
Camara Minera Del Peru,Camara Minera Del Peru,1,TRUE
Cambiando Vidas Peru,Cambiando Vidas Peru,1,TRUE
Cambista Online Sac,Cambista Online Sac,1,TRUE
Camino Real Mortgage Bankers,Camino Real Mortgage Bankers,1,TRUE
Campexsac,Campexsac,1,TRUE
Campo Fe,Campo Fe S.A.C,1,FALSE
Campo Fe S.A.C,Campo Fe S.A.C,1,TRUE
Campo Mayor - Grupo Coopsol,Campo Mayor - Grupo Coopsol,1,TRUE
Camposol,Camposol S.A.,2,FALSE
Camposol S.A.,Camposol S.A.,7,TRUE
Camposol Sa,Camposol S.A.,1,FALSE
Cams S.A.C,Cams S.A.C,1,TRUE
Camvia,Camvia,1,TRUE
Candela Jara Abogados,Candela Jara Abogados,1,TRUE
Candela Peru,Candela Peru,1,TRUE
Canovas,Canovas,2,TRUE
Cantec Sac,Cantec Sac,1,TRUE
Canvia,Canvia S.A.C.,133,FALSE
Canvia - Ex Gmd,Canvia S.A.C.,1,FALSE
Canvia (Antes Gmd),Canvia S.A.C.,2,FALSE
Canvia (Ex Gmd S.A),Canvia S.A.C.,1,FALSE
Canvia (Formerly Gmd).,Canvia S.A.C.,1,FALSE
Canvia (Proyecto Unique),Canvia S.A.C.,1,FALSE
Canvia Peru,Canvia S.A.C.,4,FALSE
Canvia S.A.,Canvia S.A.C.,1,FALSE
Canvia S.A.C,Canvia S.A.C.,1,FALSE
Canvia S.A.C - Afiliada A Advent International,Canvia S.A.C.,1,FALSE
Canvia S.A.C.,Canvia S.A.C.,3,TRUE
Canvia Sa,Canvia S.A.C.,1,FALSE
Canvia(Cliente Sunat),Canvia S.A.C.,2,FALSE
Capacitate365,Capacitate365,3,TRUE
Capitulo Pmi Lima-Peru,Pmi Lima Peru Chapter (Voluntariado),2,FALSE
Capybara,Capybara,1,TRUE
Card - Center For Applied Research And Development,Card - Center For Applied Research And Development,1,TRUE
Cardinal Health,Cardinal Health,1,TRUE
Carfip,Carfip,1,TRUE
Carga.Pe,Carga.Pe,1,TRUE
Cargo Logistics Service,Cargo Logistics Service,1,TRUE
Cargo World Sac,Cargo World Sac,1,TRUE
Caritas Chosica,Caritas Chosica,1,TRUE
Caritas Espana,Caritas Espana,1,TRUE
Carnival Cruise Line Company,Carnival Cruise Line Company,1,TRUE
Carolina,Carolina,1,TRUE
Carp Y Asociados,Carp Y Asociados,1,TRUE
Carsa,Carsa Peru,3,FALSE
Carsa Peru,Carsa Peru,1,TRUE
Cartocor De Peru S.A,Cartocor De Peru S.A,1,TRUE
Cartones Del Pacifico,Cartones Del Pacifico S.A.C.,3,FALSE
Cartones Del Pacifico S.A.C.,Cartones Del Pacifico S.A.C.,1,TRUE
Carvajal S.A.,Carvajal Tecnologia Y Servicios,1,FALSE
Carvajal Tecnologia Y Servicios,Carvajal Tecnologia Y Servicios,3,TRUE
Carvimsa,Carvimsa,1,TRUE
Casa Andina,Casa Andina Hoteles,3,FALSE
Casa Andina Hoteles,Casa Andina Hoteles,2,TRUE
Casa Rossello,Casa Rossello,1,TRUE
Casaideas,Casaideas,1,TRUE
Casas Consulting Group Sac,Casas Consulting Group Sac,1,TRUE
Cassa Concesionaria Sac,Cassa Concesionaria Sac,1,TRUE
Cassado,Cassado,3,TRUE
Cassinelli,Cassinelli,1,TRUE
Casuarinas International College,Casuarinas International College,1,TRUE
Cataliz Talent Lab,Cataliz Talent Lab,1,TRUE
Catalogo Jolie,Catalogo Jolie,2,TRUE
Catri Peru,Catri Peru,1,TRUE
Cava Marketing,Cava Marketing,1,TRUE
Cayman S.A.C,Cayman S.A.C,1,TRUE
Cbc Peruana Sac,Cbc Peruana Sac,2,TRUE
Cbre Servicies - Mondelez,Cbre Servicies - Mondelez,1,TRUE
Ccti Ceneam,Ccti Ceneam,1,TRUE
Cd Distribution Peru,Cd Distribution Peru,1,TRUE
Cdrav,Cdrav,1,TRUE
Ceba Sofia,Ceba Sofia,1,TRUE
"Cebe ""San Martin De Porres""","Cebe ""San Martin De Porres""",1,TRUE
Cebe Especial Surquillo,Cebe Especial Surquillo,1,TRUE
Cedhinfo,Cedhinfo,3,TRUE
Cedice,Cedice Peru,2,FALSE
Cedice Peru,Cedice Peru,1,TRUE
Ceelimp Group Sac,Ceelimp Group Sac,1,TRUE
Cefin Academy,Cefin Academy,1,TRUE
Cel Sat (Peru).Com S.A.C.,Cel Sat (Peru).Com S.A.C.,1,TRUE
Celepsa,Celepsa,1,TRUE
Celer,Celer Sac,2,FALSE
Celer S.A.C.,Celer Sac,1,FALSE
Celer Sac,Celer Sac,4,TRUE
Celer Tecnology,Celer Sac,2,FALSE
Celeritech,Celeritech,1,TRUE
Celerity Sociedad Anonima Cerrada,Celerity Sociedad Anonima Cerrada,2,TRUE
Celid,Celid,1,TRUE
Celima S.A.,Celima S.A.,1,TRUE
Celsa S.A,Celsa S.A,1,TRUE
Celsat Peru,Celsat Peru,1,TRUE
Celucorp,Celucorp,1,TRUE
Cementos Pacasmayo,Cementos Pacasmayo S.A.A.,1,FALSE
Cementos Pacasmayo S.A.A.,Cementos Pacasmayo S.A.A.,1,TRUE
Cencosud,Cencosud Retail S.A.,6,FALSE
Cencosud Peru S.A.,Cencosud Retail S.A.,8,FALSE
Cencosud Retail,Cencosud Retail S.A.,1,FALSE
Cencosud Retail Peru,Cencosud Retail S.A.,1,FALSE
Cencosud Retail Peru S.A,Cencosud Retail S.A.,1,FALSE
Cencosud Retail Peru S.A. Tiendas Paris,Cencosud Retail S.A.,1,FALSE
Cencosud Retail S.A.,Cencosud Retail S.A.,1,TRUE
Cenesa,Cenesa,2,TRUE
Cens,Cens,1,TRUE
Central De Gestion De Negocios S.A.C.,Central De Gestion De Negocios S.A.C.,3,TRUE
Central Time Developers,Central Time Developers,1,TRUE
Centria,Centria - Csc Grupo Breca,3,FALSE
Centria - Csc Grupo Breca,Centria - Csc Grupo Breca,3,TRUE
Centro,Centro,1,TRUE
Centro - Grupo Gloria,Centro De Sistemas Y Negocios S.A. - Grupo Gloria,1,FALSE
Centro Comunitario - Manchay,Centro Comunitario - Manchay,1,TRUE
Centro Cultural De La Lengua Portuguesa,Centro Cultural De La Lengua Portuguesa,1,TRUE
Centro Cultural Musa,Centro Cultural Musa,1,TRUE
Centro De Altos Estudios De Negocios Y Economia,Centro De Altos Estudios De Negocios Y Economia,1,TRUE
Centro De Altos Estudios Nacionales,Centro De Altos Estudios Nacionales,1,TRUE
Centro De Atencion Psicologica Sonqo,Centro De Atencion Psicologica Sonqo,1,TRUE
Centro De Desarrollo Psicologico Integral,Centro De Desarrollo Psicologico Integral,1,TRUE
Centro De Educacion Basica Especial 04 Miraflores,Centro De Educacion Basica Especial 04 Miraflores,1,TRUE
Centro De Emergencia Mujer Piura,Centro De Emergencia Mujer Piura,2,TRUE
Centro De Gestion Del Talento Humano,Centro De Gestion Del Talento Humano,2,TRUE
Centro De Innovacion Y Desarrollo Emprendedor Pucp,Centro De Innovacion Y Desarrollo Emprendedor Pucp,1,TRUE
Centro De Investigaciones De La Cruz,Centro De Investigaciones De La Cruz,1,TRUE
Centro De Negocios Ryg,Centro De Negocios Ryg,1,TRUE
Centro De Salud Carmen De La Legua,Centro De Salud Carmen De La Legua,1,TRUE
Centro De Salud Luricocha,Centro De Salud Luricocha,1,TRUE
Centro De Salud Mental Comunitario Veintiseis De Octubre,Centro De Salud Mental Comunitario Veintiseis De Octubre,1,TRUE
Centro De Salud Militar San Juan,Centro De Salud Militar San Juan,1,TRUE
Centro De Salud Mirones,Centro De Salud Mirones,1,TRUE
Centro De Salud Pueblo Nuevo,Centro De Salud Pueblo Nuevo,1,TRUE
Centro De Sistemas Y Negocios S.A,Centro De Sistemas Y Negocios S.A. - Grupo Gloria,1,FALSE
Centro De Sistemas Y Negocios S.A. - Grupo Gloria,Centro De Sistemas Y Negocios S.A. - Grupo Gloria,1,TRUE
Centro De Sistemas Y Negocios S.A. (Grupo Gloria),Centro De Sistemas Y Negocios S.A. - Grupo Gloria,1,FALSE
Centro De Sistemas Y Negocios Sa,Centro De Sistemas Y Negocios S.A. - Grupo Gloria,1,FALSE
Centro De Sistemas Y Negocios Sa (Grupo Gloria),Centro De Sistemas Y Negocios S.A. - Grupo Gloria,1,FALSE
Centro Especializado De Formacion E-Learning,Centro Especializado De Formacion E-Learning,1,TRUE
Centro Especializado En Rehabilitacion Integral Qhaliyay,Centro Especializado En Rehabilitacion Integral Qhaliyay,1,TRUE
Centro Holistico Integral Avanzare,Centro Holistico Integral Avanzare,1,TRUE
Centro Nacional De Servicios,Centro Nacional De Servicios,5,TRUE
Centro Nacional De Servicios - Cns,Centro Nacional De Servicios - Cns,2,TRUE
Centro Paolo Valera,Centro Paolo Valera,1,TRUE
Centro Psicoterapeutico De Relaciones Familiares - Redes,Centro Psicoterapeutico De Relaciones Familiares - Redes,1,TRUE
"Centro Rural De Formacion De Alternancia ""Catac Ccaos""","Centro Rural De Formacion De Alternancia ""Catac Ccaos""",1,TRUE
Centro Tecnologico Minero,Centro Tecnologico Minero,1,TRUE
Centromedic Sac,Centromedic Sac,1,TRUE
Centrum Pucp,Centrum Pucp,3,TRUE
Centrum Pupc,Centrum Pucp,2,FALSE
Century 21,Century 21,1,TRUE
Century21,Century 21,1,FALSE
Ceo Cep Peruano Chino Diez De Octubre,Ceo Cep Peruano Chino Diez De Octubre,2,TRUE
Ceol Technology Sac,Ceol Technology Sac,1,TRUE
Cep Pedro Ruiz Gallo,Cep Pedro Ruiz Gallo,1,TRUE
Cep. Ntra Sra Del Consuelo,Cep. Ntra Sra Del Consuelo,1,TRUE
Cepesju,Cepesju,1,TRUE
Cepheid S.A.C,Cepheid S.A.C,1,TRUE
Cer / Grupo Gea,Cer / Grupo Gea,1,TRUE
Ceragon Networks,Ceragon Networks,1,TRUE
Ceramica Lima Sa,Celima S.A.,1,FALSE
Ceramicas San Lorenzo,Ceramicas San Lorenzo,1,TRUE
Cerper Sa,Cerper Sa,1,TRUE
Cerro Lindo,Cerro Lindo,1,TRUE
Certero,Certero S.A.C.,6,FALSE
Certero S.A.C.,Certero S.A.C.,1,TRUE
Certicom,Certicom Sac,3,FALSE
Certicom Lima,Certicom Sac,1,FALSE
Certicom Sac,Certicom Sac,1,TRUE
Certificaciones Del Peru S.A.,Certificaciones Del Peru S.A.,2,TRUE
Certimin S.A,Certimin S.A,1,TRUE
Certus,Certus,9,TRUE
Cesar Vallejo Sac,Cesar Vallejo Sac,1,TRUE
Cesca,Cesca,1,TRUE
Cescorp,Cescorp Sac,3,FALSE
Cescorp Sac,Cescorp Sac,1,TRUE
Cesel Ingenieros S.A.,Cesel Ingenieros S.A.,1,TRUE
Cesti Sa,Cesti Sa,1,TRUE
Ceti,Ceti,1,TRUE
Ceva Peru Aduanas S.A.C.,Ceva Peru Aduanas S.A.C.,1,TRUE
Ceyca Servicios Generales Y Construccion Sac,Ceyca Servicios Generales Y Construccion Sac,1,TRUE
Cfg-Copeinca,Cfg-Copeinca S.A.C,1,FALSE
Cfg-Copeinca S.A.C,Cfg-Copeinca S.A.C,1,TRUE
Cfin Transunion,Cfin Transunion,2,TRUE
Cgs Consultores,Cgs Consultores,1,TRUE
Chasqui Ii,Chasqui Ii,1,TRUE
Chazki,Chazki,1,TRUE
Check Y Check,Check Y Check,1,TRUE
Chimu Agropecuaria S.A,Chimu Agropecuaria S.A,1,TRUE
China Internacional Water And Electric Corp Peru,China Internacional Water And Electric Corp Peru,1,TRUE
China Peak Montain Resort,China Peak Montain Resort,1,TRUE
China Railway International Group,China Railway International Group,1,TRUE
"China Railway No10 Engineering Group Co., Ltd Sucursal Del Peru",China Railway International Group,1,FALSE
China Yang Zu,China Yang Zu,1,TRUE
Chio Lecca Fashion,Chio Lecca Fashion,2,TRUE
Chocavento Sa,Chocavento Sa,1,TRUE
Choucair Testing,Choucair Testing,1,TRUE
Chubb Peru S.A.,Chubb Seguros Peru S.A.,1,FALSE
Chubb Seguros Peru S.A.,Chubb Seguros Peru S.A.,1,TRUE
Ci&Amp;Ts,Ci&Amp;Ts,1,TRUE
Cia De Sal,Cia De Sal,1,TRUE
Cia De Seguridad Prosegur,Cia De Seguridad Prosegur,2,TRUE
Cia Minas Buenaventura,Cia Minas Buenaventura,1,TRUE
Cia Minera Antamina S.A.,Cia Minera Antamina S.A.,1,TRUE
Cia Minera Kolpa S. A.,Cia Minera Kolpa S. A.,1,TRUE
Cia Minera Plata Dorada S.A.,Cia Minera Plata Dorada S.A.,1,TRUE
Cia Minera Raura,Cia Minera Raura,1,TRUE
Cia. De Minas Buenaventura,Cia Minas Buenaventura,1,FALSE
Cia. Importadora Derteano &Amp; Stucker S.A.C,Cia. Importadora Derteano &Amp; Stucker S.A.C,1,TRUE
Cia. Industrial Nuevo Mundo S.A.,Cia. Industrial Nuevo Mundo S.A.,1,TRUE
Ciber Servicios Informaticos,Ciber Servicios Informaticos,1,TRUE
Cibernos Peru,Cibernos Peru Sac,1,FALSE
Cibernos Peru Sac,Cibernos Peru Sac,3,TRUE
Ciberseguridad Sac,Ciberseguridad Sac,1,TRUE
Cibertec,Cibertec Peru S.A.C,6,FALSE
Cibertec Peru S.A.C,Cibertec Peru S.A.C,2,TRUE
Cibertec Peru Sac,Cibertec Peru S.A.C,1,FALSE
Ciberyolanda,Ciberyolanda,1,TRUE
Cicsa Peru Sac,Cicsa Peru Sac.,1,FALSE
Cicsa Peru Sac.,Cicsa Peru Sac.,1,TRUE
Cidelsa,Cidelsa,1,TRUE
Cige Peru,Cige Peru,1,TRUE
Cignium Technology,Cignium Technology,2,TRUE
Cima Software,Cima Software,1,TRUE
Cimacom,Cimacom,3,TRUE
Cimacom Data,Cimacom Data,1,TRUE
Cimacom Tecnology (Mapfre Seguros),Cimacom Tecnology (Mapfre Seguros),1,TRUE
