lastWorkCenter,equivalence,count,equals
Inversiones Crooke S.A.C,Inversiones Crooke S.A.C,1,TRUE
Inversiones Farmaceuticas Kallpa S.A.C.,Inversiones Farmaceuticas Kallpa S.A.C.,1,TRUE
Inversiones Farmacom,Inversiones Farmacom,1,TRUE
Inversiones Fortuna Iuvat Audces S.A.C,Inversiones Fortuna Iuvat Audces S.A.C,1,TRUE
"Inversiones Hc Computer1105,C.A","Inversiones Hc Computer1105,C.A",1,TRUE
Inversiones Inmobiliarias,Inversiones Inmobiliarias,1,TRUE
Inversiones Karmont S.A.C.,Inversiones Karmont S.A.C.,1,TRUE
Inversiones Kayser S.A.C,Inversiones Kayser S.A.C,2,TRUE
Inversiones Lamariel Sac,Inversiones Lamariel Sac,1,TRUE
Inversiones Luteda Sac,Inversiones Luteda Sac,1,TRUE
Inversiones Martini Eirl,Inversiones Martini Eirl,1,TRUE
Inversiones Peru Pacifico,Inversiones Peru Pacifico,1,TRUE
Inversiones Pool,Inversiones Pool,2,TRUE
Inversiones Rentables Sac,Inversiones Rentables Sac,1,TRUE
Inversiones Tmsi,Inversiones Tmsi,1,TRUE
Inversiones Y Consultores Guerrero E.I.R.L,Inversiones Y Consultores Guerrero E.I.R.L,1,TRUE
Invest Financial Business Group,Invest Financial Business Group,1,TRUE
Ipae,Ipae,2,TRUE
Ipc Associates,Ipc Associates,1,TRUE
Ipg Mediabrands,Ipg Mediabrands,1,TRUE
Ipinfocom,Ipinfocom,1,TRUE
Iq Project,Iq Project,1,TRUE
Iq Project Sac,Iq Project Sac,1,TRUE
Iqproject,Iqproject,1,TRUE
Iquasar Tech,Iquasar Tech,2,TRUE
Ir.Sanchez Srl,Ir.Sanchez Srl,1,TRUE
Irtp,Irtp,2,TRUE
Isa Rep (Red De Energia Del Peru),Isa Rep (Red De Energia Del Peru),5,TRUE
Isaf Consultores S.A.,Isaf Consultores S.A.,1,TRUE
Isil,Isil,4,TRUE
Isoluciones Integrales Sac,Isoluciones Integrales Sac,1,TRUE
Isotools Excellence,Isotools Excellence,1,TRUE
Ispacj,Ispacj,1,TRUE
Issoma,Issoma,1,TRUE
Istpaa Sac,Istpaa Sac,1,TRUE
Isystems Sac,Isystems Sac,1,TRUE
It Business Consultants Professionals S.A.C. - Itbcp S.A.C,It Business Consultants Professionals S.A.C. - Itbcp S.A.C,1,TRUE
It Consulting Corporation,It Consulting Corporation,1,TRUE
It Consulting Corporation Sac,It Consulting Corporation Sac,2,TRUE
It Convergence,It Convergence,1,TRUE
It Data,It Data,3,TRUE
It Data Consulting,It Data Consulting,3,TRUE
It Era Peru Sac,It Era Peru Sac,2,TRUE
It Group S.A.C.,It Group S.A.C.,1,TRUE
It Group Solutions,It Group Solutions,1,TRUE
It Service Sac,It Service Sac,1,TRUE
It Servicios Y Consultoria Sac,It Servicios Y Consultoria Sac,1,TRUE
It Storage Eirl,It Storage Eirl,2,TRUE
It Team,It Team,2,TRUE
Italian House,Italian House,1,TRUE
Italmecan Sac,Italmecan Sac,2,TRUE
Italperu Cimentaciones,Italperu Cimentaciones,1,TRUE
Italtel,Italtel,4,TRUE
Italtel Peru,Italtel Peru,3,TRUE
Itb Support,Itb Support,1,TRUE
Itbcp Consultores En Tecnologias,Itbcp Consultores En Tecnologias,1,TRUE
Itd Distribution,Itd Distribution,1,TRUE
Itel Servicios Integrales,Itel Servicios Integrales,4,TRUE
Itelcom Peru,Itelcom Peru,4,TRUE
Itera Process,Itera Process,3,TRUE
Itera Process Consulting E It Institute,Itera Process Consulting E It Institute,1,TRUE
Itesa Sac,Itesa Sac,1,TRUE
Itg,Itg,1,TRUE
Itg Solutions,Itg Solutions,13,TRUE
Itg Solutions S.A.C,Itg Solutions S.A.C,6,TRUE
Itg Solutions Sac,Itg Solutions Sac,1,TRUE
Itgroup,Itgroup,1,TRUE
Itm Soluciones Tecnologicas E Inversiones S.A.C.,Itm Soluciones Tecnologicas E Inversiones S.A.C.,1,TRUE
Ito Ingenieros,Ito Ingenieros,1,TRUE
Itp - Ministerio De La Produccion,Itp - Ministerio De La Produccion,1,TRUE
Itsystems,Itsystems,1,TRUE
Itteam,Itteam,1,TRUE
Ittsabus,Ittsabus,2,TRUE
Ive Industrias Generales E.I.R.L.,Ive Industrias Generales E.I.R.L.,1,TRUE
Izipay,Izipay,1,TRUE
Izipay S.A.,Izipay S.A.,1,TRUE
Izo,Izo,1,TRUE
J&Amp;V Resguardo (Liderman),J&Amp;V Resguardo (Liderman),1,TRUE
J&C Servicios De Mecanica De Suelos,J&C Servicios De Mecanica De Suelos,1,TRUE
J. Sanchez Meza Y Asociados Contadores Publicos,J. Sanchez Meza Y Asociados Contadores Publicos,1,TRUE
J/R Asociados,J/R Asociados,1,TRUE
Ja Transervi Sac,Ja Transervi Sac,1,TRUE
Jagi Sac,Jagi Sac,1,TRUE
Jardines De La Paz,Jardines De La Paz,3,TRUE
Jast Corredores De Seguros,Jast Corredores De Seguros,1,TRUE
Jc Ingenieria Y Construccion,Jc Ingenieria Y Construccion,1,TRUE
Jc World,Jc World,1,TRUE
Jci Ingenieria & Servicios Ambientales S.A.C,Jci Ingenieria & Servicios Ambientales S.A.C,1,TRUE
Jdm Tecnologia Y Soluciones Globales,Jdm Tecnologia Y Soluciones Globales,1,TRUE
Jefron Y Compania Peru Sac,Jefron Y Compania Peru Sac,1,TRUE
Jfb Servicios Generales S.A.C.,Jfb Servicios Generales S.A.C.,1,TRUE
Jhan Marco E.I.R.L.,Jhan Marco E.I.R.L.,1,TRUE
Jho Soluciones S.A.C.,Jho Soluciones S.A.C.,1,TRUE
Jj Kalidad E.I.R.L.,Jj Kalidad E.I.R.L.,1,TRUE
Jl Maquimotors S.A.C,Jl Maquimotors S.A.C,1,TRUE
Jlr Analytics Sac,Jlr Analytics Sac,3,TRUE
Jmt Digital Outdoors Sac,Jmt Digital Outdoors Sac,1,TRUE
Jobctrl Peru,Jobctrl Peru,1,TRUE
Jockey Salud,Jockey Salud,2,TRUE
Joe Club Peru,Joe Club Peru,1,TRUE
Johnson Controls,Johnson Controls,1,TRUE
Jorge Alayo - Productor Musical &Amp; Mixer,Jorge Alayo - Productor Musical &Amp; Mixer,2,TRUE
Joy It,Joy It,1,TRUE
Jr Logistica Integral Eirl,Jr Logistica Integral Eirl,1,TRUE
Jrc Ingenieria Y Construccion Sac,Jrc Ingenieria Y Construccion Sac,1,TRUE
Jrm,Jrm,1,TRUE
Js Consultors,Js Consultors,1,TRUE
Js Market Solutions (Movistar Peru),Js Market Solutions (Movistar Peru),1,TRUE
Juegos De Video Latinoamerica Peru S.A.C.,Juegos De Video Latinoamerica Peru S.A.C.,2,TRUE
Juegos Panamericanos Lima 2019,Juegos Panamericanos Lima 2019,2,TRUE
Juegos Panamericanos Y Parapanamericanos Lima 2019,Juegos Panamericanos Y Parapanamericanos Lima 2019,2,TRUE
Junta De Propietarios Del Edificio Lexus,Junta De Propietarios Del Edificio Lexus,1,TRUE
Juntoz. Com,Juntoz. Com,1,TRUE
Jurado Nacional De Elecciones,Jurado Nacional De Elecciones,5,TRUE
Jutmay Inversiones S.A.C.,Jutmay Inversiones S.A.C.,1,TRUE
Jyb,Jyb,1,TRUE
Jyp Perifericos,Jyp Perifericos,1,TRUE
Jzg Abogados Eirl,Jzg Abogados Eirl,1,TRUE
Kaits Consulting,Kaits Consulting,1,TRUE
Kaits Consulting Sac,Kaits Consulting Sac,1,TRUE
Kaizen Group S.A.C,Kaizen Group S.A.C,1,TRUE
Kallpa Generacion,Kallpa Generacion,1,TRUE
Kallpa Generacion S.A,Kallpa Generacion S.A,1,TRUE
Katal,Katal,2,TRUE
Kayak Soluciones,Kayak Soluciones,1,TRUE
Kazuki Consultoria Y Construccion,Kazuki Consultoria Y Construccion,2,TRUE
Key Solutions,Key Solutions,1,TRUE
Keysolutions (Yanbal),Keysolutions (Yanbal),1,TRUE
Killqar,Killqar,1,TRUE
Kimberly Clark,Kimberly Clark,1,TRUE
Kimsa Solutions Sac,Kimsa Solutions Sac,4,TRUE
King Real Security,King Real Security,1,TRUE
Klimatic,Klimatic,1,TRUE
Knowbly Learning System,Knowbly Learning System,1,TRUE
Kobranzas Sac,Kobranzas Sac,1,TRUE
Kobsa,Kobsa,1,TRUE
Kolben Bruder Scrl,Kolben Bruder Scrl,1,TRUE
Kolff Peru S.A.C.,Kolff Peru S.A.C.,1,TRUE
Komatsu - Mitsui,Komatsu - Mitsui,2,TRUE
Komatsu - Mitsui Maquinarias,Komatsu - Mitsui Maquinarias,1,TRUE
Komatsu Mitsui,Komatsu Mitsui,2,TRUE
Komatsu Mitsui Maquinarias Peru,Komatsu Mitsui Maquinarias Peru,1,TRUE
Komax Peru Sac,Komax Peru Sac,1,TRUE
Konecta,Konecta,3,TRUE
Konecta Bpo,Konecta Bpo,1,TRUE
Konecta Bto,Konecta Bto,1,TRUE
Konecta Bto S.L.Sucursal En Peru,Konecta Bto S.L.Sucursal En Peru,1,TRUE
Konecta Peru,Konecta Peru,4,TRUE
Konica Minolta Peru,Konica Minolta Peru,1,TRUE
Koplast Industrial,Koplast Industrial,1,TRUE
Kpmg,Kpmg,2,TRUE
Krealo Fintech,Krealo Fintech,1,TRUE
Krowdy/Laborum,Krowdy/Laborum,1,TRUE
Kruger Corporation,Kruger Corporation,2,TRUE
Ks Depor,Ks Depor,1,TRUE
Ktl Project And Consuting Group Sac,Ktl Project And Consuting Group Sac,1,TRUE
Kunaq & Asociados,Kunaq & Asociados,1,TRUE
Kunaq &Amp; Asociados,Kunaq &Amp; Asociados,1,TRUE
Kuria,Kuria,1,TRUE
Kushki,Kushki,1,TRUE
Kusi Girl,Kusi Girl,1,TRUE
Kuwa,Kuwa,1,TRUE
Kyndryl,Kyndryl,4,TRUE
L&Amp;P Ingenieria Y Gas,L&Amp;P Ingenieria Y Gas,1,TRUE
L. + J. Baechler Ingenieros S.A.,L. + J. Baechler Ingenieros S.A.,1,TRUE
L.O. Electronics,L.O. Electronics,2,TRUE
La Calera,La Calera,2,TRUE
La Chechi Postres,La Chechi Postres,1,TRUE
La Esquinita,La Esquinita,1,TRUE
La Genovesa,La Genovesa,1,TRUE
La Hanseatica,La Hanseatica,1,TRUE
La Muralla Gerencia Y Construccion,La Muralla Gerencia Y Construccion,1,TRUE
La Positiva,La Positiva,12,TRUE
La Positiva Seguros,La Positiva Seguros,1,TRUE
La Positiva Seguros - Mdp Consulting,La Positiva Seguros - Mdp Consulting,1,TRUE
La Positiva Seguros Y Reaseguros,La Positiva Seguros Y Reaseguros,2,TRUE
La Protectora,La Protectora,4,TRUE
La Tinka S.A,La Tinka S.A,1,TRUE
Lab Nutrition Corp Sac,Lab Nutrition Corp Sac,1,TRUE
Labofta,Labofta,1,TRUE
Laboratoria,Laboratoria,1,TRUE
Laboratorios Ac Farma S.A.,Laboratorios Ac Farma S.A.,1,TRUE
Laboratorios Auna,Laboratorios Auna,2,TRUE
Laboratorios Biomont,Laboratorios Biomont,2,TRUE
Laboratorios Frada S.A.C,Laboratorios Frada S.A.C,1,TRUE
Laboratorios Precisa,Laboratorios Precisa,1,TRUE
Laboratorios Qualab,Laboratorios Qualab,2,TRUE
Laboratorios Smasac,Laboratorios Smasac,1,TRUE
"Labware Latin America, Inc.","Labware Latin America, Inc.",1,TRUE
Lacce,Lacce,1,TRUE
Laive,Laive,1,TRUE
Laive S.A,Laive S.A,1,TRUE
Lancoach,Lancoach,1,TRUE
Laney Corp Sac,Laney Corp Sac,1,TRUE
Last M Biz Group,Last M Biz Group,1,TRUE
Latam Airlines,Latam Airlines,1,TRUE
Laureate - Peru,Laureate - Peru,2,TRUE
Layout,Layout,1,TRUE
Layseca Asociados Sac,Layseca Asociados Sac,1,TRUE
Lc Group Sac,Lc Group Sac,1,TRUE
Lc Producciones Y Eventos,Lc Producciones Y Eventos,1,TRUE
Lch Solutions Eirl,Lch Solutions Eirl,1,TRUE
Le Cordon Bleu,Le Cordon Bleu,1,TRUE
Le Cordon Bleu Peru,Le Cordon Bleu Peru,1,TRUE
Le Requien Rush S.A.C.S.,Le Requien Rush S.A.C.S.,1,TRUE
Leading Group Sac,Leading Group Sac,1,TRUE
Learning Innovation,Learning Innovation,1,TRUE
Lee Felter Del Peru Sac,Lee Felter Del Peru Sac,1,TRUE
Leira Solutions,Leira Solutions,1,TRUE
Levapan Del Peru Sac,Levapan Del Peru Sac,3,TRUE
Lfs Corp,Lfs Corp,3,TRUE
Lgm Transportes,Lgm Transportes,1,TRUE
Libre Inmobiliaria - Colabora,Libre Inmobiliaria - Colabora,1,TRUE
Librerias Crisol,Librerias Crisol,1,TRUE
Licons Group,Licons Group,1,TRUE
Lidera Digital,Lidera Digital,1,TRUE
Liderman,Liderman,1,TRUE
Lidins,Lidins,1,TRUE
Ligo,Ligo,1,TRUE
Lima Bus Internacional 1 S.A.,Lima Bus Internacional 1 S.A.,1,TRUE
Lima Caucho S.A,Lima Caucho S.A,1,TRUE
Lima Caucho S.A.,Lima Caucho S.A.,1,TRUE
Lima Centro Constructores,Lima Centro Constructores,1,TRUE
Lima Expresa,Lima Expresa,1,TRUE
Lima Gas S.A,Lima Gas S.A,1,TRUE
Lima Innovation Lab,Lima Innovation Lab,2,TRUE
Lima Tecnologia,Lima Tecnologia,5,TRUE
Limatours,Limatours,3,TRUE
Limcompany,Limcompany,11,TRUE
Lindcorp,Lindcorp,2,TRUE
Liteyca De Peru Sac,Liteyca De Peru Sac,1,TRUE
Liwilu Sac,Liwilu Sac,1,TRUE
Llantas Y Aros Chirinos,Llantas Y Aros Chirinos,1,TRUE
Lnk,Lnk,1,TRUE
Locales Deportivos,Locales Deportivos,1,TRUE
Logicalis Andina,Logicalis Andina,1,TRUE
Logra Gestion Del Talento Sac,Logra Gestion Del Talento Sac,1,TRUE
Loon Llc By Google,Loon Llc By Google,1,TRUE
Los Portales,Los Portales,1,TRUE
Los Portales S.A.,Los Portales S.A.,1,TRUE
Los Portales Sa,Los Portales Sa,1,TRUE
Loterias Del Peru Sac,Loterias Del Peru Sac,1,TRUE
Lph Store,Lph Store,2,TRUE
Lubrinegocios S.A.C,Lubrinegocios S.A.C,1,TRUE
Lucero Vraem,Lucero Vraem,1,TRUE
Lucha Partners,Lucha Partners,1,TRUE
Lucha Partners S.A.C,Lucha Partners S.A.C,1,TRUE
Luckia,Luckia,1,TRUE
Lucky S.A.C,Lucky S.A.C,1,TRUE
Lucky Sac,Lucky Sac,1,TRUE
Luis Tinco Eirl,Luis Tinco Eirl,1,TRUE
Lumingo - Grupo El Comercio,Lumingo - Grupo El Comercio,1,TRUE
Lumingo (Grupo El Comercio),Lumingo (Grupo El Comercio),1,TRUE
Lumingo.Com,Lumingo.Com,1,TRUE
Lupuna Outdoors,Lupuna Outdoors,1,TRUE
Lurawy Peru,Lurawy Peru,1,TRUE
Luz Alfa Sac,Luz Alfa Sac,1,TRUE
Luz Del Sur,Luz Del Sur,3,TRUE
Luz Del Sur S.A.A,Luz Del Sur S.A.A,1,TRUE
Luz Del Sur S.A.A.,Luz Del Sur S.A.A.,2,TRUE
M&Amp;M Sa,M&Amp;M Sa,1,TRUE
M&Amp;N Multiservicios,M&Amp;N Multiservicios,6,TRUE
M&Amp;R Industrial S.A.C,M&Amp;R Industrial S.A.C,1,TRUE
Ma Nt Services Sac,Ma Nt Services Sac,1,TRUE
Mab Peru,Mab Peru,1,TRUE
Machen Peru S.A.C.,Machen Peru S.A.C.,1,TRUE
Macrosolution Sac,Macrosolution Sac,1,TRUE
Maderera Bozovich,Maderera Bozovich,1,TRUE
Madrid Edificaciones,Madrid Edificaciones,1,TRUE
Maes,Maes,1,TRUE
Magot Sociedad Agente De Bolsa,Magot Sociedad Agente De Bolsa,1,TRUE
Maim Peru,Maim Peru,1,TRUE
Majorel,Majorel,2,TRUE
Make A Wish Peru,Make A Wish Peru,1,TRUE
Makerdev Solutions,Makerdev Solutions,1,TRUE
Maletek Peru Sac,Maletek Peru Sac,1,TRUE
Mama Qucha,Mama Qucha,1,TRUE
Man Pan,Man Pan,1,TRUE
Management Solutions,Management Solutions,1,TRUE
Manantial Tecnologico Eirl,Manantial Tecnologico Eirl,1,TRUE
Manpower,Manpower,8,TRUE
Manpower- Experis,Manpower- Experis,1,TRUE
Manpower Para El Grupo Ferreyros (Forbis),Manpower Para El Grupo Ferreyros (Forbis),2,TRUE
Manpower Peru,Manpower Peru,3,TRUE
Manpower Professional,Manpower Professional,1,TRUE
Manpower Professional Services,Manpower Professional Services,4,TRUE
Manpower Professional Services S.A.,Manpower Professional Services S.A.,4,TRUE
Manpowergropup Peru,Manpowergropup Peru,1,TRUE
Manpowergroup,Manpowergroup,6,TRUE
Manpowergroup - Experis,Manpowergroup - Experis,3,TRUE
Mantenimiento Y Supervision S.A.,Mantenimiento Y Supervision S.A.,1,TRUE
Mantyobras S.A.C,Mantyobras S.A.C,1,TRUE
Manufacturas Industriales Mendoza S.A.,Manufacturas Industriales Mendoza S.A.,1,TRUE
Manufacturas San Isidro S.A.C,Manufacturas San Isidro S.A.C,1,TRUE
Manya.Pe,Manya.Pe,1,TRUE
Mapfre,Mapfre,3,TRUE
Mapfre Peru,Mapfre Peru,2,TRUE
Mapfre Peru Vida,Mapfre Peru Vida,1,TRUE
Mapfre Seguros,Mapfre Seguros,1,TRUE
Mapfre(Experis),Mapfre(Experis),1,TRUE
Mapsalud Sac,Mapsalud Sac,1,TRUE
Maquimotora S.A.C,Maquimotora S.A.C,1,TRUE
"Marcimex , Indurama, Indurama Peru","Marcimex , Indurama, Indurama Peru",1,TRUE
Marco Marketing,Marco Marketing,1,TRUE
Mardigras S.A.C,Mardigras S.A.C,1,TRUE
Marina De Guerra Del Peru,Marina De Guerra Del Peru,2,TRUE
Markberg - Marketing Medico,Markberg - Marketing Medico,1,TRUE
Marketista,Marketista,1,TRUE
Marki (Ong),Marki (Ong),1,TRUE
Markovations Sac,Markovations Sac,1,TRUE
Mas Soluciones Corredores De Seguros,Mas Soluciones Corredores De Seguros,1,TRUE
Mas Soluciones Corredores De Seguros S.A.C.,Mas Soluciones Corredores De Seguros S.A.C.,1,TRUE
Master Class,Master Class,1,TRUE
Master En Metodologias Agiles - Barcelona,Master En Metodologias Agiles - Barcelona,1,TRUE
Masterfix Sac,Masterfix Sac,1,TRUE
Materia Gris,Materia Gris,2,TRUE
Materia Gris Sac,Materia Gris Sac,1,TRUE
Matices Tours Tarma,Matices Tours Tarma,5,TRUE
Mattel Inc,Mattel Inc,1,TRUE
Matysger S.A.C.,Matysger S.A.C.,1,TRUE
Mauqinarias Carroceria Y Pintura,Mauqinarias Carroceria Y Pintura,1,TRUE
Maxima Internacional,Maxima Internacional,2,TRUE
Mazve Eirl,Mazve Eirl,1,TRUE
Mcg,Mcg,1,TRUE
Mcgc,Mcgc,1,TRUE
Mdp,Mdp,15,TRUE
Mdp Consulting,Mdp Consulting,37,TRUE
Mdp Consulting - Cliente: Claro,Mdp Consulting - Cliente: Claro,2,TRUE
Mdp Consulting / Southern Cooper Peru - Proyecto,Mdp Consulting / Southern Cooper Peru - Proyecto,3,TRUE
Mdp Consulting S.A,Mdp Consulting S.A,1,TRUE
Mdp Consulting S.A.C,Mdp Consulting S.A.C,10,TRUE
Mdp Consulting S.A.C.,Mdp Consulting S.A.C.,4,TRUE
Mdp Consulting Sac,Mdp Consulting Sac,5,TRUE
Mdp Consulting-La Positiva Seguros,Mdp Consulting-La Positiva Seguros,1,TRUE
Mdt - Centro De Formacion,Mdt - Centro De Formacion,1,TRUE
Mdy Call Center,Mdy Call Center,1,TRUE
Mdy Contact Center,Mdy Contact Center,2,TRUE
Measuring Engineer Group Peru S.A.C,Measuring Engineer Group Peru S.A.C,1,TRUE
Mecanica Fina Y Matriceria,Mecanica Fina Y Matriceria,1,TRUE
Medcel,Medcel,1,TRUE
Media Manager Sac,Media Manager Sac,1,TRUE
Media Network,Media Network,1,TRUE
Media Networks,Media Networks,1,TRUE
Media Networks Latin America S.A.C,Media Networks Latin America S.A.C,1,TRUE
Mediabrands,Mediabrands,1,TRUE
Mediabyte,Mediabyte,2,TRUE
Mediabyte S.A.C,Mediabyte S.A.C,1,TRUE
Mediabyte Sac,Mediabyte Sac,1,TRUE
Mediapro,Mediapro,1,TRUE
Medifarma,Medifarma,1,TRUE
Medika Express Sac,Medika Express Sac,1,TRUE
Medika Peru,Medika Peru,1,TRUE
Medilab,Medilab,1,TRUE
Mediterranea De Catering Slu Sucursal Peru,Mediterranea De Catering Slu Sucursal Peru,2,TRUE
Meecsac - Marzano Explosives Engineering Company,Meecsac - Marzano Explosives Engineering Company,1,TRUE
Mef - Despacho Viceministerial De Hacienda,Mef - Despacho Viceministerial De Hacienda,1,TRUE
Mego Networks,Mego Networks,1,TRUE
Mendoza Industrial,Mendoza Industrial,1,TRUE
Menorca,Menorca,7,TRUE
Menorca Inversiones,Menorca Inversiones,2,TRUE
Merakids Learning,Merakids Learning,1,TRUE
Mercado Virtual Peru,Mercado Virtual Peru,1,TRUE
Merck Group S.A.,Merck Group S.A.,2,TRUE
Merck Peruana S.A.,Merck Peruana S.A.,1,TRUE
Merck Sharp &Amp; Dohme,Merck Sharp &Amp; Dohme,2,TRUE
Merrill Internacional Sac,Merrill Internacional Sac,1,TRUE
Metales Ingenieria Y Construccion Sac.,Metales Ingenieria Y Construccion Sac.,2,TRUE
Metalpren Sac,Metalpren Sac,1,TRUE
Metrica Andina,Metrica Andina,6,TRUE
Metrica Andina - Cliente Bcp,Metrica Andina - Cliente Bcp,1,TRUE
Metrica Andina Sac(Proyecto Bcp),Metrica Andina Sac(Proyecto Bcp),2,TRUE
Metrica Direccion Integral De Proyectos S.A.C,Metrica Direccion Integral De Proyectos S.A.C,1,TRUE
Metro Linea 2 Panama,Metro Linea 2 Panama,1,TRUE
Metroil S.A.C,Metroil S.A.C,1,TRUE
Metso Outotec,Metso Outotec,2,TRUE
Mexichem Peru,Mexichem Peru,3,TRUE
Meypar,Meypar,1,TRUE
Mi Banco,Mi Banco,6,TRUE
Mi Banco Banco De La Microempresa,Mi Banco Banco De La Microempresa,1,TRUE
Mi Enfermera S.A.C,Mi Enfermera S.A.C,1,TRUE
Mi Negocio En Digital,Mi Negocio En Digital,1,TRUE
Mia Amoretti International,Mia Amoretti International,1,TRUE
Mia Macchieri,Mia Macchieri,1,TRUE
Mibanco,Mibanco,14,TRUE
Mibanco - Tata Consultancy,Mibanco - Tata Consultancy,2,TRUE
Michael Page,Michael Page,4,TRUE
Michael Page International,Michael Page International,1,TRUE
Michael Page Para Abb,Michael Page Para Abb,1,TRUE
Midis,Midis,1,TRUE
Migiva S.A.C.,Migiva S.A.C.,2,TRUE
Migiva Sac,Migiva Sac,2,TRUE
Mikipu Sac,Mikipu Sac,1,TRUE
Millenials Med,Millenials Med,1,TRUE
Millennial,Millennial,1,TRUE
Millennials Med,Millennials Med,1,TRUE
Mincetur,Mincetur,1,TRUE
Mincetur S.A.,Mincetur S.A.,1,TRUE
Mind Group Srl,Mind Group Srl,1,TRUE
Minedu,Minedu,6,TRUE
Minera Aurifera Retamas(Marsa),Minera Aurifera Retamas(Marsa),10,TRUE
Minera Barrick,Minera Barrick,2,TRUE
Minera Boroo Misquichilca Sa,Minera Boroo Misquichilca Sa,1,TRUE
Minera Chinalco Peru,Minera Chinalco Peru,1,TRUE
Minera Las Bambas,Minera Las Bambas,1,TRUE
Minera Laytaruma,Minera Laytaruma,1,TRUE
Minera Nexa Resources,Minera Nexa Resources,1,TRUE
Mininter,Mininter,1,TRUE
Ministerio De Desarrollo E Inclusion Social,Ministerio De Desarrollo E Inclusion Social,1,TRUE
Ministerio De Desarrollo E Inclusion Social - Pn Pais,Ministerio De Desarrollo E Inclusion Social - Pn Pais,1,TRUE
Ministerio De Economia Y Finanzas,Ministerio De Economia Y Finanzas,5,TRUE
Ministerio De Educacion,Ministerio De Educacion,4,TRUE
Ministerio De Justicia,Ministerio De Justicia,1,TRUE
Ministerio De La Mujer,Ministerio De La Mujer,1,TRUE
Ministerio De La Mujer Y Poblaciones Vulnerables - Mimp,Ministerio De La Mujer Y Poblaciones Vulnerables - Mimp,1,TRUE
Ministerio De Produccion - Programa Innovate Peru,Ministerio De Produccion - Programa Innovate Peru,3,TRUE
Ministerio De Relaciones Exteriores,Ministerio De Relaciones Exteriores,1,TRUE
Ministerio De Salud,Ministerio De Salud,7,TRUE
Ministerio De Salud Del Peru,Ministerio De Salud Del Peru,1,TRUE
Ministerio De Trabajo,Ministerio De Trabajo,1,TRUE
Ministerio De Trabajo Y Promocion Del Empleo,Ministerio De Trabajo Y Promocion Del Empleo,1,TRUE
Ministerio De Transporte Y Comunicaciones,Ministerio De Transporte Y Comunicaciones,2,TRUE
Ministerio De Transporte Y Telecomunicaciones,Ministerio De Transporte Y Telecomunicaciones,2,TRUE
Ministerio De Trnasporte Y Comunicaciones,Ministerio De Trnasporte Y Comunicaciones,1,TRUE
Ministerio De Vivienda Construccion Y Saneamiento,Ministerio De Vivienda Construccion Y Saneamiento,1,TRUE
"Ministerio De Vivienda, Construccion Y Saneamiento","Ministerio De Vivienda, Construccion Y Saneamiento",1,TRUE
Ministerio Del Interior,Ministerio Del Interior,1,TRUE
Ministerio Del Trabajo,Ministerio Del Trabajo,1,TRUE
Ministerio Produccion,Ministerio Produccion,1,TRUE
Ministerio Publico,Ministerio Publico,3,TRUE
Ministerio Publico - Fiscalia De La Nacion,Ministerio Publico - Fiscalia De La Nacion,1,TRUE
Ministry Of Foreign Trade And Tourism,Ministry Of Foreign Trade And Tourism,3,TRUE
Minsa,Minsa,1,TRUE
Minsur,Minsur,1,TRUE
Miptel,Miptel,1,TRUE
Mision Familiar Internacional,Mision Familiar Internacional,1,TRUE
Mision Tecnologica Canal Hp,Mision Tecnologica Canal Hp,2,TRUE
Mision Tecnologica Sac,Mision Tecnologica Sac,1,TRUE
Mistr S.A.,Mistr S.A.,1,TRUE
Mitsui,Mitsui,2,TRUE
Mitsui Auto Finance (Maf),Mitsui Auto Finance (Maf),1,TRUE
Mitsui Auto Finance Peru S.A.,Mitsui Auto Finance Peru S.A.,1,TRUE
Mixercon S.A,Mixercon S.A,1,TRUE
Mjm,Mjm,1,TRUE
Mlc Eirl,Mlc Eirl,1,TRUE
Mlm Consultores En Gestion De Proyectos,Mlm Consultores En Gestion De Proyectos,1,TRUE
Mlv Contadores Sac,Mlv Contadores Sac,2,TRUE
Mm Alisam,Mm Alisam,2,TRUE
Mmg Las Bambas,Mmg Las Bambas,1,TRUE
Mobiik,Mobiik,2,TRUE
Mobil Bus,Mobil Bus,1,TRUE
Mobile Software Peru,Mobile Software Peru,1,TRUE
Modepsa Sac,Modepsa Sac,1,TRUE
Modo Beta,Modo Beta,3,TRUE
Modulo Basico De Justicia De Nuevo Chimbote,Modulo Basico De Justicia De Nuevo Chimbote,1,TRUE
Mohegan Sun,Mohegan Sun,1,TRUE
Mok Peru Sac,Mok Peru Sac,1,TRUE
Molitalia Sa,Molitalia Sa,1,TRUE
Monark Peru,Monark Peru,1,TRUE
Monithor,Monithor,1,TRUE
Monomedia,Monomedia,2,TRUE
Montana S.A,Montana S.A,2,TRUE
Monte Luna Sac,Monte Luna Sac,1,TRUE
Motivakids,Motivakids,1,TRUE
Motored,Motored,2,TRUE
Motorsur,Motorsur,1,TRUE
Movil Bus.,Movil Bus.,1,TRUE
Movilbus Sac,Movilbus Sac,2,TRUE
Movilnet,Movilnet,2,TRUE
Movistar,Movistar,1,TRUE
Movistar / Tgestiona,Movistar / Tgestiona,1,TRUE
Movistar/ Diamire,Movistar/ Diamire,1,TRUE
Movitecnica Sa,Movitecnica Sa,1,TRUE
Movo Mobilitas Peru,Movo Mobilitas Peru,1,TRUE
Ms4M,Ms4M,2,TRUE
