jobProfileName,candidateResidenceCountry,candidateCivilStatus,candidateBirthCountry,salary,lastWorkCompany,lastWorkCountry,lastWorkArea,lastWorkName,yearsOfExperience,worksNumber,lastEducationCompany,lastEducationCountry,lastEducationArea,lastEducationName,lastEducationStatus,lastEducationDegree,yearsOfStudy,studiesNumber,technicalSkills,languages,otherSkills,hired
Especialista Devops,Peru,Casado/A,Peru,9000,Manpower Professional Services S.A.,Peru,Tecnologias De La Informacion,Arquitecto Ti,18,10,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Peru,Tecnologias De La Informacion,Diplomado En Gestion De Proyectos,Graduado,Posgrado,11,6,11,1,10,0
Jefe De Proyecto - Analytics & Ai,Peru,Casado/A,Peru,10500,Manpower Professional Services S.A.,Peru,Tecnologias De La Informacion,Arquitecto Ti,18,10,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Peru,Tecnologias De La Informacion,Diplomado En Gestion De Proyectos,Graduado,Posgrado,11,6,11,1,10,0
Jefe De Proyecto - Analytics & Ai,Peru,Casado/A,Peru,10500,Manpower Professional Services S.A.,Peru,Tecnologias De La Informacion,Arquitecto Ti,19,10,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Peru,Tecnologias De La Informacion,Diplomado En Gestion De Proyectos,Graduado,Posgrado,11,6,11,1,10,0
Cloud Specialist,Peru,Casado/A,Peru,10000,Manpower Professional Services S.A.,Peru,Tecnologias De La Informacion,Arquitecto Ti,18,10,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Peru,Tecnologias De La Informacion,Diplomado En Gestion De Proyectos,Graduado,Posgrado,11,6,11,1,10,0
Cloud Specialist,Peru,Casado/A,Peru,9500,Manpower Professional Services S.A.,Peru,Tecnologias De La Informacion,Arquitecto Ti,18,10,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Peru,Tecnologias De La Informacion,Diplomado En Gestion De Proyectos,Graduado,Posgrado,11,6,11,1,10,0
Ejecutivo Comercial,Peru,Casado/A,Peru,9500,Manpower Professional Services S.A.,Peru,Tecnologias De La Informacion,Arquitecto Ti,18,10,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Peru,Tecnologias De La Informacion,Diplomado En Gestion De Proyectos,Graduado,Posgrado,11,6,11,1,10,0
Gestor De Servicios Cloud,Peru,Casado/A,Peru,9000,Manpower Professional Services S.A.,Peru,Tecnologias De La Informacion,Arquitecto Ti,18,10,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Peru,Tecnologias De La Informacion,Diplomado En Gestion De Proyectos,Graduado,Posgrado,11,6,11,1,10,0
Especialista Senior En Datos,Peru,Casado/A,Peru,9500,Manpower Professional Services S.A.,Peru,Tecnologias De La Informacion,Arquitecto Ti,18,10,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Peru,Tecnologias De La Informacion,Diplomado En Gestion De Proyectos,Graduado,Posgrado,11,6,11,1,10,0
Lider Tecnico,Peru,Soltero/A,Peru,8000,Bluesmile Tech (Asignado A Cliente Telefonica),Peru,Tecnologias De La Informacion,Coordinador Tecnologico,16,9,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Peru,Tecnologias De La Informacion,Diplomado En Gestion De Proyectos,Graduado,Posgrado,11,6,9,1,10,0
Lider Tecnico,Peru,Casado/A,Peru,8000,Bluesmile Tech (Asignado A Cliente Telefonica),Peru,Tecnologias De La Informacion,Jefe Tecnico,17,9,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Peru,Tecnologias De La Informacion,Diplomado En Gestion De Proyectos,Graduado,Posgrado,11,6,11,1,10,0
Especialista Cloud,Peru,Casado/A,Peru,8000,Bluesmile Tech (Asignado A Cliente Telefonica),Peru,Tecnologias De La Informacion,Jefe Tecnico,17,9,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Peru,Tecnologias De La Informacion,Diplomado En Gestion De Proyectos,Graduado,Posgrado,11,6,11,1,10,0
Analista De Base De Datos,Peru,Casado/A,Peru,8000,Bluesmile Tech (Asignado A Cliente Telefonica),Peru,Tecnologias De La Informacion,Jefe Tecnico,17,9,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Peru,Tecnologias De La Informacion,Diplomado En Gestion De Proyectos,Graduado,Posgrado,11,6,11,1,10,0
Gestor De Servicios De Ti,Peru,Soltero/A,Peru,9000,Bluesmile Tech (Asignado A Cliente Telefonica),Peru,Tecnologias De La Informacion,Jefe Tecnico,16,9,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Peru,Tecnologias De La Informacion,Diplomado En Gestion De Proyectos,Graduado,Posgrado,11,6,9,1,10,0
Gestor De Servicios De Ti,Peru,Soltero/A,Peru,2500,Chain Services Ti S.A.C. - Csti,Peru,Tecnologia / Sistemas,Analista Consultor Mobile,5,7,Dragonjar,Peru,Tecnologias De La Informacion,Introduccion Al Pentesting,En Curso,Terciario/Tecnico,10,11,7,1,5,0
Ejecutivo Comercial,Venezuela,Soltero/A,Venezuela,3000,Delipet,Peru,Soporte Tecnico,Coordinador De Soporte Tecnico,19,10,Saint De Venezuela,Venezuela,Tecnologias De La Informacion,Tecnico Master En Productos Saint,Graduado,Master,19,4,23,2,6,0
Bootcamp G&S | Desarrollo E Innovacion,Peru,Soltero/A,Peru,1500,Canvia S.A.C.,Peru,Tecnologia / Sistemas,Especialista De Soporte Service Desk,6,4,Freecodecamp,Peru,Tecnologias De La Informacion,Back End Development And Apis,En Curso,Terciario/Tecnico,6,11,0,2,0,0
Practicante De Recursos Humanos,Peru,Soltero/A,Peru,1500,Universidad Nacional Mayor De San Marcos,Peru,Administracion,Asistente Administrativo,1,2,Iddea,Peru,Tecnologias De La Informacion,Sql,Graduado,Otro,6,4,3,1,2,0
Data Engineer,Peru,Soltero/A,Peru,2500,Centrum Pucp,Peru,Administracion,Practicante De Darsa (Calendarizacion),3,4,Universidad Marcelino Champagnat,Peru,Tecnologias De La Informacion,Especializacion Business Intelligence-Analytics,Graduado,Otro,9,2,7,1,16,0
Practicante Iot/Ia,Peru,Soltero/A,Peru,1100,Centrum Pucp,Peru,Administracion,Practicante De Darsa (Calendarizacion),4,4,Universidad Marcelino Champagnat,Peru,Tecnologias De La Informacion,Especializacion Business Intelligence-Analytics,Graduado,Otro,9,2,7,1,16,0
Data Architect,Peru,Soltero/A,Peru,7500,Indra Peru S.A.,Peru,Programacion,Big Data Developer,4,7,Indra,Peru,Tecnologias De La Informacion,Big Data Expert,Graduado,Otro,6,4,9,1,10,1
Data Engineer,Peru,Soltero/A,Peru,8000,Indra Peru S.A.,Peru,Programacion,Big Data Developer,4,7,Indra,Peru,Tecnologias De La Informacion,Big Data Expert,Graduado,Otro,6,4,9,1,10,1
Especialista Cloud,Peru,Soltero/A,Peru,6000,Indra Peru S.A.,Peru,Programacion,Big Data Developer,4,7,Indra,Peru,Tecnologias De La Informacion,Big Data Expert,Graduado,Otro,6,4,9,1,10,1
Consultor Cloud,Peru,Soltero/A,Peru,5000,Indra Peru S.A.,Peru,Programacion,Big Data Developer,4,7,Indra,Peru,Tecnologias De La Informacion,Big Data Expert,Graduado,Otro,6,4,9,1,10,1
Especialista Devops,Peru,Soltero/A,Peru,9500,Banco De Credito Del Peru - Bcp,Peru,Programacion,Devsecops Engineer,5,5,Entrenamiento Certero Institute,Peru,Tecnologias De La Informacion,Azure Developer,Graduado,Otro,5,14,6,1,10,0
Consultor Devops,Peru,Soltero/A,Peru,13000,Rimac Seguros,Peru,Tecnologias De La Informacion,Ingeniero Devsecops,7,7,Entrenamiento Certero Institute,Peru,Tecnologias De La Informacion,Azure Developer,Graduado,Otro,5,14,6,1,10,0
Programador .Net,Peru,Soltero/A,Peru,4000,Caja Municipal De Ica,Peru,Programacion,Asistente Programador,6,8,Jb Enterprise Group,Peru,Tecnologias De La Informacion,Itil,Graduado,Otro,6,8,12,1,0,0
Programador .Net,Peru,Casado/A,Peru,6000,Workana,Peru,Programacion,Freelance,16,9,Universitat Ramon Llull,Espana,Tecnologias De La Informacion,Asignaturas Y Visitas Empresariales,Graduado,Master,9,7,16,1,3,0
Programador Frontend,Peru,Soltero/A,Peru,3500,Laboratoria,Peru,Tecnologias De La Informacion,Front End Developer,2,2,Laboratoria,Peru,Tecnologias De La Informacion,Front End Developer,Graduado,Terciario/Tecnico,0,1,0,2,12,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,4000,Truelogic,Peru,Planeamiento Comercial,Sales Operation Manager,10,5,Acamica,Peru,Tecnologias De La Informacion,Front End Developer,En Curso,Otro,6,3,11,3,1,0
Analista Programador,Peru,Soltero/A,Peru,3000,Grupo Tawa,Peru,Programacion,Analista Programador It/Bi,6,4,Kyocera Document Solutions,Peru,Tecnologias De La Informacion,Transformacion Digital,Graduado,Otro,7,9,8,0,1,0
Analista De Sistemas,Peru,Soltero/A,Peru,3500,Progeds Systems,Peru,Programacion,Arquitecto De Software,7,5,Kyocera Document Solutions,Peru,Tecnologias De La Informacion,Transformacion Digital,Graduado,Otro,9,10,8,0,1,0
Desarrollador De Software,Peru,Casado/A,Peru,6500,Cinte - Cliente Ibm - Claro,Peru,Programacion,Analista De Software,6,5,B.Soft,Peru,Tecnologias De La Informacion,Microservicios En Node Js,Graduado,Otro,14,7,9,1,8,0
Lider Tecnico,Peru,Casado/A,Peru,8000,Mdp Consulting S.A.C.,Peru,Tecnologias De La Informacion,Arquitecto De Software,17,20,Oracle Education,Peru,Tecnologias De La Informacion,"Oracle Certified Professional, Java Se 8 Programme",Graduado,Terciario/Tecnico,5,12,51,1,0,1
Bootcamp G&S | Desarrollo E Innovacion,Peru,Casado/A,Peru,3000,Capybara,Peru,Programacion,Junior Web Designer,5,4,Brigham Young University - Idaho,Estados Unidos,Tecnologias De La Informacion,Bachelor Applied Technology,En Curso,Universitario,7,2,9,2,0,0
Jefe De Proyecto - Analytics & Ai,Peru,Soltero/A,Peru,9000,Engie Services Peru S.A.C,Peru,Analisis Funcional,Consultor Sap Fi,16,13,Centro Sap,Peru,Tecnologias De La Informacion,Consultor Sap Fi,Graduado,Otro,0,2,6,1,0,0
Lider Tecnico,Peru,Casado/A,Peru,10000,Gdp Supergroup,Peru,Tecnologia / Sistemas,Gerente De Ti,17,13,Centro Gold Sap Partner,Peru,Finanzas,Consultor Sap Fi,Graduado,Posgrado,7,5,9,1,4,0
Especialista En Project Server Y Project Online,Peru,Casado/A,Peru,9000,Gdp Supergroup,Peru,Tecnologia / Sistemas,Gerente De Ti,17,13,Centro Gold Sap Partner,Peru,Finanzas,Consultor Sap Fi,Graduado,Posgrado,7,5,9,1,4,0
Lider Tecnico,Peru,Casado/A,Peru,15000,Rrn Consulting,Peru,Liderazgo De Proyecto,Lider De Consultoria,16,12,Centro Gold Sap Partner,Peru,Finanzas,Consultor Sap Fi,Graduado,Posgrado,7,5,9,1,4,0
Jefe De Proyecto - Analytics & Ai,Peru,Soltero/A,Peru,7000,"Superintendencia De Banca, Seguros Y Afp",Peru,Liderazgo De Proyecto,Analista De Planeamiento Y Control,6,7,Centrum Pucp,Peru,Tecnologias De La Informacion,Data Analyst,Graduado,Otro,8,5,7,1,6,0
Analista Programador Oracle Forms,Ecuador,Casado/A,Ecuador,2300,"Marcimex , Indurama, Indurama Peru",Ecuador,Analisis Funcional,Lider Funcional Sap - Marcimex,14,4,Universidad Del Azuay,Ecuador,Tecnologias De La Informacion,Magister En Diseno Multimedia Web ( 2015 ),Graduado,Master,9,2,3,2,1,0
Jefe De Proyecto - Analytics & Ai,Peru,Soltero/A,Peru,10000,Indra Peru S.A.,Peru,Tecnologias De La Informacion,Agile Project Manager It,22,8,Instituto Europeo De Posgrado,Espana,Tecnologias De La Informacion,Certificado Design Thinking,Graduado,Otro,8,13,29,1,21,0
Jefe De Proyecto - Modern Workplace,Peru,Soltero/A,Peru,8000,Canvia S.A.C.,Peru,Testing / Qa / Qc,Lead De Calidad Y Formacion,8,4,Peoplecert,Peru,Tecnologias De La Informacion,Auditor Interno Iso 27001,Graduado,Otro,20,5,1,0,6,0
Cloud Specialist,Peru,Pareja De Hecho,Peru,6500,Universidad Peruana De Ciencias Aplicadas (Upc),Peru,Tecnologias De La Informacion,Coordinador De Soporte Y Nuevas Tecnologias,13,5,Microsoft,Peru,Tecnologias De La Informacion,Architect Network Infrastructure In Azure,En Curso,Posgrado,11,19,31,1,4,0
Jefe De Proyecto - Analytics & Ai,Peru,Casado/A,Peru,8000,Itera Process,Peru,Tecnologias De La Informacion,Consultor De Procesos,22,12,Istqb(R) - International Software Testing Qualifications Board,Peru,Tecnologias De La Informacion,Test Manager Advanced,Graduado,Otro,14,14,6,1,23,0
Asistente De Pmo,Peru,Soltero/A,Peru,3000,It Data Consulting,Peru,Tecnologias De La Informacion,Gestor De Servicios Ti Junior,6,9,Cenap - Centro Nacional De Administracion Publica,Peru,Tecnologias De La Informacion,Gestion De Procesos,En Curso,Posgrado,7,13,9,1,12,0
Jefe De Proyecto - Analytics & Ai,Peru,Casado/A,Peru,6000,Reniec,Peru,Gerencia / Direccion General,Administrador En Gestion De Proyectos Y Procesos,30,14,Universidad Esan,Peru,Procesos / Calidad Total,Gestion De Procesos,Graduado,Master,11,4,10,3,5,1
Lider Tecnico,Peru,Casado/A,Peru,6500,Chain Services Ti S.A.C. - Csti,Peru,Tecnologias De La Informacion,Arquitecto Sap,11,6,Apersoft,Peru,Tecnologias De La Informacion,Sap Fiori Ui5 Apps Development,Graduado,Otro,7,5,0,1,0,0
Scrum Master,Peru,Soltero/A,Peru,7000,Mdp Consulting S.A.C.,Peru,Tecnologias De La Informacion,Lider Proyectos - Scrum Team,8,7,Pm Certifica,Peru,Tecnologias De La Informacion,Certificado En Itil(R) Foundation Certificate,Graduado,Otro,7,5,3,1,0,0
Jefe De Proyecto - Modern Workplace,Peru,Soltero/A,Peru,8500,Scotiabank Peru S.A.A.,Peru,Tecnologias De La Informacion,Project Leader,13,8,Boston University,Estados Unidos,Tecnologias De La Informacion,Micromaster Digital Leadership,Graduado,Otro,7,6,7,1,12,0
Arquitecto De Software,Peru,Casado/A,Peru,6500,Freelance,Peru,Tecnologias De La Informacion,Consultor De Arquitectura De Soluciones De Ti,7,6,Edutronic Global Service,Peru,Tecnologias De La Informacion,Oracle Database 11G: Sql Tuning Ws R2,Graduado,Otro,1,19,27,1,8,0
Gestor De Servicios De Ti,Peru,Soltero/A,Peru,2000,Computer Science Vj - Ruc 10451083851,Peru,Soporte Tecnico,Ingeniero En Computacion E Informatica,13,10,Axelos,Peru,Tecnologias De La Informacion,Certificacion Itil(R) Foundation Certificate V3,Graduado,Otro,15,17,17,2,1,0
Especialista En Office 365,Peru,Soltero/A,Peru,4000,Grana Y Montero,Peru,Tecnologias De La Informacion,Asistente De Gestion De Proyectos De Ti,10,6,Certero Peru,Peru,Tecnologias De La Informacion,Curso Advanced Solutions Sharepoint 2013,Graduado,Otro,6,6,3,1,9,0
Especialista En Analitica,Peru,Soltero/A,Peru,4000,Grana Y Montero,Peru,Tecnologias De La Informacion,Asistente De Gestion De Proyectos De Ti,10,6,Certero Peru,Peru,Tecnologias De La Informacion,Curso Advanced Solutions Sharepoint 2013,Graduado,Otro,6,6,3,1,9,0
Asistente De Pmo,Peru,Soltero/A,Peru,3500,Vooxell Group S.A.C,Peru,Tecnologias De La Informacion,Gestor De Servicios Y Proyectos,7,14,Project Control,Peru,Tecnologias De La Informacion,Curso De Preparacion Para La Certificacion Pmp,En Curso,Posgrado,13,33,14,2,18,0
Gestor De Servicios De Ti,Peru,Soltero/A,Peru,4500,Sunat,Peru,Tecnologias De La Informacion,Analista De Infraestructura Tecnologica,10,7,Cisco Networking Academy,Peru,Tecnologias De La Informacion,Route 2.0 Cisco,Graduado,Otro,8,9,6,1,2,0
Analista De Base De Datos,Argentina,Soltero/A,Argentina,5000,Skytel,Argentina,Call Center,Product Owner,12,6,Educacionit,Argentina,Tecnologias De La Informacion,Functional Analyst,Graduado,Terciario/Tecnico,16,6,5,1,7,0
Arquitecto De Software,Peru,Soltero/A,Peru,11000,Banco De Credito Del Peru - Bcp,Peru,Tecnologias De La Informacion,Arquitecto De Soluciones,9,8,Cac-Ti,Peru,Tecnologias De La Informacion,Microservice Architect Workshop,Graduado,Otro,8,6,30,1,4,0
Gestor De Servicios De Ti,Peru,Soltero/A,Peru,11000,Banco De Credito Del Peru - Bcp,Peru,Tecnologias De La Informacion,Arquitecto De Soluciones,9,8,Cac-Ti,Peru,Tecnologias De La Informacion,Microservice Architect Workshop,Graduado,Otro,8,6,30,1,4,0
Administrador De Soporte Tecnico,Peru,Casado/A,Peru,5900,Grupo Electrodata S.A.C.,Peru,Tecnologias De La Informacion,Coordinador Ti,11,8,Cisco Networking Academy,Peru,Tecnologias De La Informacion,Ndg Linux Unhatched,Graduado,Otro,14,7,40,1,0,0
Especialista .Net Jr.,Venezuela,Soltero/A,Venezuela,4000,Universidad Alas Peruanas Sa,Peru,Tecnologias De La Informacion,Coordinador General Del Area De Office 365,7,2,Lourtec,Venezuela,Tecnologias De La Informacion,Microsoft M.C.I.T.P,En Curso,Master,15,3,7,1,6,0
Cloud Specialist,Peru,Soltero/A,Peru,3000,Salog,Peru,Tecnologias De La Informacion,Administrador De Servidores,10,7,Gmd,Peru,Tecnologias De La Informacion,Itil,Graduado,Otro,4,4,14,1,2,0
Especialista En Office 365,Peru,Soltero/A,Peru,3000,Salog,Peru,Tecnologias De La Informacion,Administrador De Servidores,10,7,Gmd,Peru,Tecnologias De La Informacion,Itil,Graduado,Otro,4,4,14,1,2,0
Jefe De Proyecto - Analytics & Ai,Peru,Soltero/A,Peru,1,Organizaciones Sermat S.A.C.,Peru,Tecnologias De La Informacion,Gerente De Ti / Operaciones Senior,19,5,Formatica Sac,Peru,Tecnologias De La Informacion,Inteligencia De Negocios Con Power Bi,Graduado,Otro,9,13,10,1,6,1
Jefe De Proyecto - Modern Workplace,Peru,Soltero/A,Peru,8000,Indra Peru S.A.,Peru,Tecnologias De La Informacion,Lider Tecnico,16,11,Cosapi Data,Peru,Tecnologias De La Informacion,Linux - Administracion De Red Hat Enterprise 6.,Graduado,Terciario/Tecnico,11,14,2,2,1,0
Jefe De Proyecto - Modern Workplace,Peru,Soltero/A,Peru,8000,Indra Peru S.A.,Peru,Tecnologias De La Informacion,Lider Tecnico,17,11,Cosapi Data,Peru,Tecnologias De La Informacion,Linux - Administracion De Red Hat Enterprise 6.,Graduado,Terciario/Tecnico,11,14,2,2,1,0
Jefe De Proyecto - Analytics & Ai,Peru,Soltero/A,Peru,8000,Indra Peru S.A.,Peru,Tecnologias De La Informacion,Lider Tecnico,17,11,Cosapi Data,Peru,Tecnologias De La Informacion,Linux - Administracion De Red Hat Enterprise 6.,Graduado,Terciario/Tecnico,11,14,2,2,1,0
Jefe De Proyecto - Modern Workplace,Peru,Soltero/A,Peru,10000,Indra Peru S.A.,Peru,Tecnologias De La Informacion,Lider Tecnico,18,11,Cosapi Data,Peru,Tecnologias De La Informacion,Linux - Administracion De Red Hat Enterprise 6.,Graduado,Terciario/Tecnico,11,14,2,2,1,0
Jefe De Proyecto - Modern Workplace,Peru,Casado/A,Peru,8000,Vistony,Peru,Tecnologias De La Informacion,It Manager Corporate Global,25,14,Las Vegas Usa,Estados Unidos,Tecnologias De La Informacion,Curso Internet De Las Cosas Iot,Graduado,Otro,14,19,4,1,1,0
Analista Funcional,Peru,Soltero/A,Peru,6500,Banco Pichincha,Peru,Tecnologias De La Informacion,Especialista De Oficina De Gestion De Servicio Ti,7,3,Centro-Partner Oficial De Sap En Peru,Peru,Tecnologias De La Informacion,Key User-Sap Mm,En Curso,Otro,11,9,6,1,7,0
Cloud Specialist,Peru,Casado/A,Peru,16000,Krealo Fintech,Peru,Tecnologias De La Informacion,Devops/Sre Architect,13,10,Redhat Peru,Peru,Tecnologias De La Informacion,Redhat Certified Engineer,Graduado,Otro,5,1,11,2,1,0
Especialista En Project Server Y Project Online,Peru,Casado/A,Peru,6000,Universidad Nacional Mayor De San Marcos,Peru,Tecnologias De La Informacion,Docente Facultad De Ingenieria De Sistemas,26,10,Instituto Para El Desarrollo Empresarial Y Administrativo - Idea,Peru,Tecnologias De La Informacion,Diplomado En Auditoria Informatica,Graduado,Otro,18,11,11,1,7,0
Gestor De Servicios De Ti,Peru,Casado/A,Peru,8600,Universidad Nacional Mayor De San Marcos,Peru,Tecnologias De La Informacion,Docente Facultad De Ingenieria De Sistemas,26,10,Instituto Para El Desarrollo Empresarial Y Administrativo - Idea,Peru,Tecnologias De La Informacion,Diplomado En Auditoria Informatica,Graduado,Otro,18,11,11,1,7,0
Desarrollador .Net,Peru,Soltero/A,Peru,2000,Emusa Peru,Peru,Tecnologias De La Informacion,Sistemas,2,10,Corporacion Fonafe,Peru,Tecnologias De La Informacion,Continual Service Improvement - Itil,Graduado,Otro,5,3,20,1,0,0
Especialista Cloud,Peru,Casado/A,Peru,4000,Banco De Credito Del Peru - Bcp,Peru,Tecnologias De La Informacion,Subgerente Adjunto De Gob De Serv De Outsourcing,13,6,Vmware Learning,Peru,Tecnologias De La Informacion,Vmware Data Center Virtualization Fundamentals,Graduado,Otro,8,9,28,1,14,0
Asistente De Servicios Ti,Peru,Soltero/A,Peru,2500,Cosmos Agencia Maritima,Peru,Tecnologias De La Informacion,Asistente De Seguridad De La Informacion,5,5,Aenor Peru,Peru,Tecnologias De La Informacion,Auditor Interno Sgsi,Graduado,Otro,12,5,14,1,9,0
Jefe De Proyecto - Analytics & Ai,Peru,Soltero/A,Peru,6500,Metalpren Sac,Peru,Liderazgo De Proyecto,Analista Senior Ti,14,6,Acti Sac,Peru,Tecnologias De La Informacion,Usuario Experto Sap Mm,Graduado,Otro,20,9,17,1,7,1
Scrum Master,Peru,Soltero/A,Peru,5000,Taller De Confecciones San Luis,Peru,Liderazgo De Proyecto,Gestor De Ti,14,8,Acti Sac,Peru,Tecnologias De La Informacion,Usuario Experto Sap Mm,Graduado,Otro,17,9,12,1,4,1
Gestor De Servicios De Ti,Peru,Soltero/A,Peru,4000,Taller De Confecciones San Luis,Peru,Liderazgo De Proyecto,Gestor De Ti,15,8,Acti Sac,Peru,Tecnologias De La Informacion,Usuario Experto Sap Mm,Graduado,Otro,17,9,15,1,4,1
Arquitecto(A) Analytics,Peru,Casado/A,Peru,1,Qsystem Sac,Peru,Tecnologias De La Informacion,Arquitecto Senior De Soluciones Y Datos,24,11,Itera Business It&Amp;Process,Peru,Tecnologias De La Informacion,Enterprise Architecture-Togaf V9.1 -Applying,Graduado,Posgrado,0,5,0,1,50,0
Consultor Cloud,Peru,Casado/A,Peru,1,Qsystem Sac,Peru,Tecnologias De La Informacion,Arquitecto Senior De Soluciones Y Datos,24,11,Itera Business It&Amp;Process,Peru,Tecnologias De La Informacion,Enterprise Architecture-Togaf V9.1 -Applying,Graduado,Posgrado,0,5,0,1,50,0
Arquitecto Aws,Peru,Soltero/A,Peru,7500,Banco Bbva Peru,Peru,Tecnologias De La Informacion,Platform As A Service Architect,13,14,Instituto Avanza De Formacion Y Desarrollo,Peru,Tecnologias De La Informacion,Curso Programacion Android,Graduado,Otro,6,6,14,1,0,0
Gestor De Servicios Cloud,Peru,Casado/A,Peru,5500,Equifax Peru S.A. (Infocorp),Peru,Tecnologias De La Informacion,Consultor De Soluciones Tecnologicas,9,9,Ctic Uni,Peru,Tecnologias De La Informacion,Programa En Business Intelligence,Graduado,Terciario/Tecnico,10,13,12,1,9,0
Administrador De Soporte Tecnico,Peru,Soltero/A,Peru,6000,Jfb Servicios Generales S.A.C.,Peru,Tecnologias De La Informacion,Jefe De Soporte,17,7,Instituto Telesup,Peru,Tecnologias De La Informacion,Administracion De Redes Y Servidores,Graduado,Otro,6,2,8,1,3,0
Especialista En Project Server Y Project Online,Peru,Casado/A,Peru,9000,Raura,Peru,Tecnologias De La Informacion,Administrador De Tecnologia,19,12,Universidad La Salle De Barcelona,Espana,Tecnologias De La Informacion,Gestion De Tic,En Curso,Master,39,28,8,1,3,0
Especialista En Office 365,Peru,Casado/A,Peru,9000,Raura,Peru,Tecnologias De La Informacion,Administrador De Tecnologia,19,12,Universidad La Salle De Barcelona,Espana,Tecnologias De La Informacion,Gestion De Tic,En Curso,Master,39,28,8,1,3,0
Especialista En Project Server Y Project Online,Peru,Casado/A,Peru,6500,Raura,Peru,Tecnologias De La Informacion,Administrador De Tecnologia,19,12,Universidad La Salle De Barcelona,Espana,Tecnologias De La Informacion,Gestion De Tic,En Curso,Master,38,28,8,1,3,0
Especialista En Project Server Y Project Online,Francia,Soltero/A,Francia,6000,Saint Gobain,Francia,Tecnologias De La Informacion,Gerente De Las Operaciones T.I.,18,5,Institut Superieur De La Logistique Et Du Transp,Francia,Tecnologias De La Informacion,Resp. Org. Logistica De La Distri. Y Proyectos Ti,Graduado,Posgrado,2,2,21,3,5,0
Cloud Specialist,Peru,Soltero/A,Peru,6000,Saint Gobain,Francia,Tecnologias De La Informacion,Gerente De Las Operaciones T.I.,18,5,Institut Superieur De La Logistique Et Du Transp,Francia,Tecnologias De La Informacion,Resp. Org. Logistica De La Distri. Y Proyectos Ti,Graduado,Posgrado,2,2,21,3,5,0
Gestor De Servicios De Ti,Peru,Casado/A,Peru,2800,Certificaciones Del Peru S.A.,Peru,Tecnologias De La Informacion,Encargado De Soporte,13,2,Instituto De Educacion Superior Tecnologico Cesca,Peru,Tecnologias De La Informacion,Tecnico Analista Programador,Graduado,Terciario/Tecnico,3,1,14,1,3,0
Jefe De Proyecto - Analytics & Ai,Peru,Soltero/A,Peru,1,Corporacion Sapia S.A.,Peru,Desarrollo De Negocios,Digital Business Solutions Specialist,12,5,Harvard University (Harvardx),Estados Unidos,Tecnologias De La Informacion,Leading In Artificial Intelligence,Graduado,Posgrado,6,5,2,1,5,0
Jefe De Proyecto - Analytics & Ai,Peru,Soltero/A,Peru,1,Toulouse Lautrec,Peru,Educacion/Docencia,Docente Gestion De La Innovacion,13,6,Harvard University (Harvardx),Estados Unidos,Tecnologias De La Informacion,Leading In Artificial Intelligence,Graduado,Posgrado,6,5,2,1,5,0
Especialista En Office 365,,,,0,Itg Solutions S.A.C,Peru,Administracion De Base De Datos,Encargado De Area De Desarrollo,15,5,Ici-Uni,Peru,Tecnologias De La Informacion,Egresado Inst Ciencias De La Informacion,Graduado,Otro,3,1,10,0,2,0
Jefe De Proyecto - Analytics & Ai,Peru,Soltero/A,Peru,5000,Distribuciones Quinto E.I.R.L.,Peru,Administracion De Base De Datos,Jefe De Sistema,6,2,Engine Tech,Peru,Tecnologias De La Informacion,Diseno Y Construccion De Un Data Center,Graduado,Otro,16,4,6,1,3,0
Analista De Base De Datos,Peru,Casado/A,Peru,4000,Servex Sac,Peru,Administracion De Base De Datos,Analista De Base De Datos Y Bi Senior,11,8,Db Learner,Peru,Tecnologias De La Informacion,Desarrollo De Tableros En Power Bi,Graduado,Otro,8,5,11,1,4,0
Jefe De Proyecto - Analytics & Ai,Peru,Soltero/A,Peru,9000,Indra Peru S.A.,Peru,Liderazgo De Proyecto,Scrum Master,12,4,Udemy,Peru,Tecnologias De La Informacion,Gestion De Proyectos,En Curso,Posgrado,4,7,28,1,2,0
Analista Funcional,Peru,Soltero/A,Peru,4000,Scotiabank Peru S.A.A.,Peru,Liderazgo De Proyecto,Analista De Procesos Master,13,3,Universidad Nacional Federico Villarreal,Peru,Tecnologias De La Informacion,Tecnologias De Informacion,En Curso,Master,6,6,0,1,1,0
Jefe De Proyecto - Analytics & Ai,Peru,Casado/A,Peru,7500,Compartamos Financiera S.A,Peru,Liderazgo De Proyecto,Coordinador De Solucion De Negocios,12,8,Centrum Pucp,Peru,Tecnologias De La Informacion,Gerencia De Tecnologias De Ia Informacion,Graduado,Posgrado,9,6,13,1,6,0
